Gene1,Gene2
E2F6,P4HB
E2F6,PIGH
E2F6,PIK3IP1
E2F6,PKMYT1
E2F6,PLEC
E2F6,PLXND1
E2F6,POLM
E2F6,POLR2J
E2F6,PPP1CA
E2F6,PRAF2
E2F6,PRR7-AS1
E2F6,PRRT4
E2F6,PSMC3IP
E2F6,PTGES2
E2F6,PTHLH
E2F6,PTRH1
E2F6,PTRHD1
E2F6,RAB34
E2F6,RABGGTA
E2F6,RASGRP1
E2F6,REEP4
E2F6,RGL2
E2F6,RGS16
E2F6,RIN1
E2F6,RNASEH2C
E2F6,ROBO3
E2F6,ROPN1
E2F6,RPS16
E2F6,S100A2
E2F6,SDC1
E2F6,SDK2
E2F6,SEC61G
E2F6,SEMA5B
E2F6,SERTAD1
E2F6,SH3GLB2
E2F6,SHOX2
E2F6,SIGMAR1
E2F6,SLC16A14
E2F6,SLC19A1
E2F6,SLC1A5
E2F6,SLC25A5-AS1
E2F6,SLC39A4
E2F6,SP6
E2F6,SPATA41
E2F6,SPRY2
E2F6,SRSF2
E2F6,ST3GAL1
E2F6,STRA6
E2F6,SYBU
E2F6,SYVN1
E2F6,TBR1
E2F6,TFPI2
E2F6,TFPT
E2F6,THBD
E2F6,TIMM13
E2F6,TINF2
E2F6,TLE3
E2F6,TMEM160
E2F6,TMEM185B
E2F6,TMEM200B
E2F6,TNS4
E2F6,TOB2P1
E2F6,TOP2A
E2F6,TP53I3
E2F6,TPM2
E2F6,TPSG1
E2F6,TRABD2A
E2F6,TUSC1
E2F6,USF1
E2F6,VPS28
E2F6,WIF1
E2F6,WNT11
E2F6,WNT7B
E2F6,WT1
E2F6,ZBTB3
E2F6,ZDHHC11B
E2F6,ZMAT1
E2F6,ZNF436
E2F6,ZNF513
E2F6,ZNF518B
E2F6,ZNF792
E2F6,ZNRF3-AS1
E2F6,ZWINT
EHF,B9D2
EHF,EZR
EHF,FAM161B
EHF,HM13-AS1
EHF,LENG9
EHF,P4HB
EHF,POLR2I
EHF,PRAF2
EHF,S100A2
EHF,SUMO3
EHF,TFPT
EHF,TMEM185B
EHF,UBC
ELF1,ABHD11
ELF1,ABHD17A
ELF1,ACAP3
ELF1,ACTB
ELF1,ACTG1
ELF1,ADAP1
ELF1,AGPAT1
ELF1,AHCY
ELF1,AKR1B1
ELF1,AKT1S1
ELF1,ANAPC13
ELF1,ANKRD20A8P
ELF1,AP1G2
ELF1,AP4B1
ELF1,APBB3
ELF1,ARFIP2
ELF1,ARHGAP31-AS1
ELF1,ARHGAP4
ELF1,ARHGDIA
ELF1,ARSA
ELF1,ARX
ELF1,ASB6
ELF1,AURKAIP1
ELF1,AURKB
ELF1,B9D2
ELF1,BCAP31
ELF1,BEST4
ELF1,BOP1
ELF1,C19orf73
ELF1,C1QTNF1-AS1
ELF1,C1orf216
ELF1,C7orf25
ELF1,CALCOCO1
ELF1,CARD9
ELF1,CASP9
ELF1,CCDC74B
ELF1,CCNO
ELF1,CDK20
ELF1,CFL1
ELF1,CHCHD2
ELF1,CHPF
ELF1,CIB1
ELF1,CIB2
ELF1,CITED2
ELF1,CLPTM1L
ELF1,CLUH
ELF1,COLCA1
ELF1,CRABP2
ELF1,CSRP1
ELF1,CST3
ELF1,CTRL
ELF1,CYB5R2
ELF1,CYBA
ELF1,CYP26B1
ELF1,DAD1
ELF1,DCTPP1
ELF1,DDT
ELF1,DEDD2
ELF1,DHRS1
ELF1,DNAAF3
ELF1,DND1
ELF1,DNLZ
ELF1,DNM1P35
ELF1,DOCK4
ELF1,DPAGT1
ELF1,DTYMK
ELF1,DUSP7
ELF1,DYRK1B
ELF1,E2F2
ELF1,EEF2
ELF1,EIF6
ELF1,ELP6
ELF1,EOMES
ELF1,EPB41L4A
ELF1,EPHB6
ELF1,EZR
ELF1,FAM161B
ELF1,FAM218A
ELF1,FASN
ELF1,FAU
ELF1,FBXL6
ELF1,FBXO41
ELF1,FCGBP
ELF1,FCHSD1
ELF1,FDXACB1
ELF1,FGFBP3
ELF1,FIS1
ELF1,FKBP8
ELF1,G6PD
ELF1,GABARAP
ELF1,GALK1
ELF1,GCLC
ELF1,GHDC
ELF1,GPANK1
ELF1,GSK3A
ELF1,GSR
ELF1,GSTM3
ELF1,GTPBP6
ELF1,GUCA1B
ELF1,GUCD1
ELF1,HDHD3
ELF1,HEY1
ELF1,HIF1A-AS1
ELF1,HLA-DMA
ELF1,HM13-AS1
ELF1,HNRNPA0
ELF1,HNRNPH1
ELF1,HNRNPL
ELF1,HOTAIR
ELF1,HSPA6
ELF1,IGFBP3
ELF1,INTS5
ELF1,IQUB
ELF1,IRF2BP1
ELF1,IRF7
ELF1,ISOC2
ELF1,JTB
ELF1,KAZN
ELF1,KIF25-AS1
ELF1,KLF9
ELF1,KLHL35
ELF1,KRT8
ELF1,KTI12
ELF1,LAMA5
ELF1,LENG9
ELF1,LINC00677
ELF1,LMTK3
ELF1,LONP1
ELF1,LOX
ELF1,LRRC59
ELF1,LYNX1
ELF1,MAD2L2
ELF1,MAGEF1
ELF1,MAN2C1
ELF1,MATN1-AS1
ELF1,MBOAT4
ELF1,MCAT
ELF1,MCIDAS
ELF1,MCL1
ELF1,MCRS1
ELF1,MFGE8
ELF1,MGAT1
ELF1,MICAL1
ELF1,MIR22HG
ELF1,MIR24-2
ELF1,MIR3193
ELF1,MKI67
ELF1,MLF2
ELF1,MRPL16
ELF1,MRPL28
ELF1,MSMP
ELF1,MSRB1
ELF1,MST1L
ELF1,MTCH1
ELF1,MTMR11
ELF1,MZF1
ELF1,NAPSA
ELF1,NAT9
ELF1,NCL
ELF1,NDUFA4L2
ELF1,NEFL
ELF1,NME9
ELF1,NQO1
ELF1,NR1D1
ELF1,NR2C2AP
ELF1,NR2F6
ELF1,NSUN6
ELF1,NT5C
ELF1,NTN5
ELF1,NUDT18
ELF1,NUDT8
ELF1,OSBPL7
ELF1,OSCAR
ELF1,OSR1
ELF1,P4HB
ELF1,PARP12
ELF1,PARS2
ELF1,PCDH1
ELF1,PCDH9
ELF1,PCGF1
ELF1,PCYT2
ELF1,PDAP1
ELF1,PDIA4
ELF1,PDZD11
ELF1,PFN1
ELF1,PIGH
ELF1,PKMYT1
ELF1,PLCD1
ELF1,PLEC
ELF1,PLXNB1
ELF1,PLXNB2
ELF1,POFUT2
ELF1,POLM
ELF1,POLR2J
ELF1,POLRMT
ELF1,POP5
ELF1,PPP1CA
ELF1,PPP1R9B
ELF1,PRAF2
ELF1,PSMC3IP
ELF1,PSME2
ELF1,PSMG4
ELF1,PTGES2
ELF1,PTHLH
ELF1,PTK6
ELF1,PTRH1
ELF1,R3HDM4
ELF1,RAB11B-AS1
ELF1,RABAC1
ELF1,RABGGTA
ELF1,RAP1GAP
ELF1,RGL2
ELF1,RHOC
ELF1,RNASEH2C
ELF1,RNF113A
ELF1,RPL22
ELF1,RPL8
ELF1,RPS16
ELF1,RRBP1
ELF1,RRP9
ELF1,RTN2
ELF1,S100A10
ELF1,S100A2
ELF1,SAYSD1
ELF1,SCN3B
ELF1,SDC1
ELF1,SEC61G
ELF1,SEMA4C
ELF1,SERTAD1
ELF1,SERTAD3
ELF1,SF3B5
ELF1,SHF
ELF1,SHOX2
ELF1,SIGMAR1
ELF1,SIRT3
ELF1,SLC10A3
ELF1,SLC16A14
ELF1,SLC1A5
ELF1,SLC25A5-AS1
ELF1,SLC25A6
ELF1,SLC38A10
ELF1,SLC39A1
ELF1,SLC39A4
ELF1,SLC45A4
ELF1,SNAI3
ELF1,SNORD3D
ELF1,SNORD99
ELF1,SPATA24
ELF1,SPATA41
ELF1,SPEF1
ELF1,SPRY2
ELF1,SPSB2
ELF1,SRI
ELF1,SRSF2
ELF1,ST3GAL1
ELF1,STAU2-AS1
ELF1,STK25
ELF1,STX10
ELF1,SURF4
ELF1,SYVN1
ELF1,TAF10
ELF1,TBRG4
ELF1,TEP1
ELF1,TERC
ELF1,TFEB
ELF1,THBD
ELF1,TIMM13
ELF1,TINF2
ELF1,TJP3
ELF1,TLCD1
ELF1,TM4SF1
ELF1,TMEM120A
ELF1,TMEM129
ELF1,TMEM160
ELF1,TMPO-AS1
ELF1,TNFRSF1A
ELF1,TNNI3
ELF1,TOB2P1
ELF1,TOMM20L
ELF1,TP53I3
ELF1,TPM2
ELF1,TRAM1
ELF1,TRIM21
ELF1,TSR3
ELF1,TUBA1B
ELF1,TUBGCP6
ELF1,TUFM
ELF1,TUSC1
ELF1,TUSC2
ELF1,TYK2
ELF1,U2AF1L4
ELF1,UBC
ELF1,UBXN1
ELF1,USF1
ELF1,VGF
ELF1,VPS28
ELF1,VTI1B
ELF1,WDR77
ELF1,WNT11
ELF1,WT1
ELF1,YIPF3
ELF1,ZBTB17
ELF1,ZBTB3
ELF1,ZDHHC11B
ELF1,ZNF132
ELF1,ZNF219
ELF1,ZNF385A
ELF1,ZNF414
ELF1,ZNF436
ELF1,ZNF513
ELF1,ZNF518B
ELF1,ZNF552
ELF1,ZNF579
ELF1,ZNF599
ELF1,ZNF768
ELF1,ZNF792
ELF1,ZNF799
ELF1,ZNF814
ELF1,ZNF836
ELF1,ZNF837
ELF1,ZWINT
ELK1,MCL1
EP300,ADAMTSL4-AS1
EP300,AGR2
EP300,AHNAK
EP300,AJUBA
EP300,AKR1B1
EP300,AKT1S1
EP300,ALDH3A1
EP300,AMBP
EP300,ANAPC13
EP300,ANPEP
EP300,AP4B1
EP300,AQP3
EP300,ARHGDIA
EP300,ASB6
EP300,AURKAIP1
EP300,B9D2
EP300,BMF
EP300,BOLL
EP300,C19orf73
EP300,C1QBP
EP300,C1QTNF1-AS1
EP300,C1orf74
EP300,C3
EP300,C6orf62
EP300,CAPN8
EP300,CCK
EP300,CCT3
EP300,CDH16
EP300,CENPE
EP300,CHCHD2
EP300,CHRNA9
EP300,CITED2
EP300,CLDN7
EP300,CLU
EP300,COL5A2
EP300,COL7A1
EP300,COLCA1
EP300,CPS1
EP300,CRH
EP300,CSRNP1
EP300,CSRP1
EP300,CYP24A1
EP300,CYP26B1
EP300,DAW1
EP300,DBP
EP300,DGAT1
EP300,DHCR24
EP300,DLGAP1-AS4
EP300,DMKN
EP300,DMPK
EP300,DNAJB1
EP300,DNAJC30
EP300,DNLZ
EP300,DOCK4
EP300,DVL1
EP300,DYRK1B
EP300,EGFR-AS1
EP300,EIF6
EP300,ENO1
EP300,ENTPD2
EP300,ETNK2
EP300,FBXW5
EP300,FKBP5
EP300,FLNA
EP300,FN1
EP300,FOXD1
EP300,FRMD3
EP300,FZD5
EP300,GALNT18
EP300,GCLC
EP300,GDF9
EP300,GPC6-AS2
EP300,GPR171
EP300,GPX2
EP300,GSG1
EP300,GSR
EP300,GUCA1B
EP300,GUCD1
EP300,HAS2
EP300,HES5
EP300,HJURP
EP300,HM13-AS1
EP300,HMGCS1
EP300,HNRNPH1
EP300,HNRNPL
EP300,HR
EP300,HSD11B1
EP300,HTR2B
EP300,IGFBP3
EP300,INPP4B
EP300,INTS5
EP300,IRF2BP1
EP300,JUN
EP300,KIFC3
EP300,KLF9
EP300,KRT8
EP300,LAD1
EP300,LAMA5
EP300,LDHB
EP300,LINC00111
EP300,LINC00598
EP300,LINC00677
EP300,LONP1
EP300,LRRC59
EP300,LTBP3
EP300,MAN2C1
EP300,MBNL1-AS1
EP300,MCL1
EP300,MED20
EP300,METTL18
EP300,MFGE8
EP300,MGAT1
EP300,MICALL2
EP300,MIR24-2
EP300,MIR3175
EP300,MIR3193
EP300,MLF2
EP300,MRPS15
EP300,MST1L
EP300,MST1R
EP300,MTMR11
EP300,MUC1
EP300,MYH4
EP300,MYL2
EP300,NAMPT
EP300,NCL
EP300,NDST2
EP300,NDUFA2
EP300,NR1D1
EP300,NR2F6
EP300,NT5C
EP300,NTN5
EP300,P4HB
EP300,PAQR9
EP300,PARS2
EP300,PCDH1
EP300,PCDH9
EP300,PDIA4
EP300,PDIA6
EP300,PDK4
EP300,PDZK1IP1
EP300,PFN1
EP300,PIK3IP1
EP300,PLEC
EP300,POLRMT
EP300,PPP1R3C
EP300,PPP1R9B
EP300,PRDX1
EP300,PRR15L
EP300,PSAP
EP300,PSG8
EP300,PSMG4
EP300,PTGES
EP300,PTGR1
EP300,PTHLH
EP300,PTK6
EP300,PXMP4
EP300,PYCR1
EP300,RAB11B-AS1
EP300,RAB17
EP300,REEP4
EP300,RGL2
EP300,RILP
EP300,RPL22
EP300,RPS16
EP300,RRBP1
EP300,S100A10
EP300,S100A2
EP300,S100A3
EP300,S100A4
EP300,S100A6
EP300,SCAND1
EP300,SDC1
EP300,SDC4
EP300,SDR16C5
EP300,SEC61G
EP300,SELPLG
EP300,SERTAD1
EP300,SERTAD3
EP300,SF3B4
EP300,SHF
EP300,SKIDA1
EP300,SLC1A5
EP300,SLC45A4
EP300,SLC7A11
EP300,SLC7A5
EP300,SNORD3D
EP300,SP6
EP300,SPATA41
EP300,SPON2
EP300,SPRY2
EP300,SPSB2
EP300,SRI
EP300,ST6GALNAC1
EP300,STAU2-AS1
EP300,STC2
EP300,STRA6
EP300,SYBU
EP300,SYVN1
EP300,TBRG4
EP300,TFPI2
EP300,TJP3
EP300,TLE3
EP300,TM4SF1
EP300,TMEM17
EP300,TNFRSF1A
EP300,TNKS1BP1
EP300,TNS4
EP300,TOMM20L
EP300,TP53I3
EP300,TPM2
EP300,TRIM29
EP300,TRMT2A
EP300,TUFM
EP300,UBC
EP300,UBXN1
EP300,VCAN-AS1
EP300,VGF
EP300,VPS28
EP300,VSX1
EP300,VWA7
EP300,WNT7B
EP300,XBP1
EP300,XKRX
EP300,ZNF219
EP300,ZNF467
EP300,ZNF513
EP300,ZNF579
EP300,ZNF688
EP300,ZNRF3-AS1
EPAS1,AJUBA
EPAS1,CITED2
EPAS1,GAL3ST1
EPAS1,GTPBP6
EPAS1,STC2
ESRRA,CHPF
ESRRA,DCTPP1
ESRRA,SLC25A6
ETS1,ABCA11P
ETS1,AHCY
ETS1,AKT1S1
ETS1,ALDH3A1
ETS1,ANAPC13
ETS1,AP4B1
ETS1,APBB3
ETS1,ASB6
ETS1,AURKB
ETS1,C1orf74
ETS1,C7orf25
ETS1,CCT3
ETS1,COX7A2
ETS1,CYP24A1
ETS1,DAD1
ETS1,DDT
ETS1,DGAT1
ETS1,DNAAF3
ETS1,DQX1
ETS1,DYRK1B
ETS1,FAU
ETS1,FDXACB1
ETS1,FGFBP3
ETS1,FGFR1
ETS1,GADD45GIP1
ETS1,GDF9
ETS1,HDHD3
ETS1,HSPA6
ETS1,IRF2BP1
ETS1,KRT8
ETS1,LMTK3
ETS1,LRPAP1
ETS1,LSM10
ETS1,MCAT
ETS1,MCL1
ETS1,MGAT1
ETS1,MIR22HG
ETS1,MLF2
ETS1,NAT9
ETS1,NCL
ETS1,NOL6
ETS1,OSBPL7
ETS1,OSCAR
ETS1,P4HB
ETS1,PARS2
ETS1,POLM
ETS1,POLR2J
ETS1,POLRMT
ETS1,PPP1R9B
ETS1,PTGES2
ETS1,RGL2
ETS1,RPL8
ETS1,RPS16
ETS1,S100A2
ETS1,SERTAD1
ETS1,SERTAD3
ETS1,SHF
ETS1,SIRT3
ETS1,SLC1A5
ETS1,SLC25A6
ETS1,SLC45A4
ETS1,SLC7A11
ETS1,SRSF2
ETS1,SYVN1
ETS1,TAF6
ETS1,TBRG4
ETS1,TERC
ETS1,TFEB
ETS1,THAP7
ETS1,TIMM13
ETS1,TM4SF1
ETS1,TMEM129
ETS1,TMEM160
ETS1,TMEM17
ETS1,TP53I3
ETS1,TRAM1
ETS1,TSR3
ETS1,UBC
ETS1,UBXN1
ETS1,VPS28
ETS1,ZNF219
ETS1,ZNF513
ETS1,ZNF552
ETS1,ZNF768
ETS1,ZNF814
EZH2,ACHE
EZH2,ALOX15
EZH2,FSTL4
FOSB,ACTG1
FOSB,FAM83E
FOSB,G6PD
FOSB,GTPBP6
FOSB,KRT8
FOSB,MIR22HG
FOSB,MIR24-2
FOSB,MLF2
FOSB,OPLAH
FOSB,P4HB
FOSB,PRAF2
FOSB,RPS16
FOSB,SERTAD1
FOSB,SNORD3D
FOSB,SYVN1
FOSB,TM4SF1
FOSB,TUBA1B
FOSB,UBC
FOSB,VPS28
FOSL1,C1QTNF1-AS1
FOSL1,CLU
FOSL1,COL7A1
FOSL1,DHCR24
FOSL1,EGFR-AS1
FOSL1,HM13-AS1
FOSL1,HMGCS1
FOSL1,INPP4B
FOSL1,KRT8
FOSL1,MIR3193
FOSL1,MTMR11
FOSL1,MYL2
FOSL1,NR1D1
FOSL1,PLEC
FOSL1,PTHLH
FOSL1,S100A10
FOSL1,S100A2
FOSL1,SDC4
FOSL1,SLC45A4
FOSL1,SRI
FOSL1,ST6GALNAC1
FOSL1,STAU2-AS1
FOSL1,TM4SF1
FOSL1,UBC
FOSL1,ZNRF3-AS1
FOSL2,ABCA11P
FOSL2,ABCA2
FOSL2,ABHD11
FOSL2,ABHD17A
FOSL2,ACAA2
FOSL2,ACAP3
FOSL2,ACOT6
FOSL2,ACSS1
FOSL2,ACTB
FOSL2,ACTG1
FOSL2,ACTR1B
FOSL2,ADAMTSL4-AS1
FOSL2,ADAP1
FOSL2,AGA
FOSL2,AGR2
FOSL2,AHCY
FOSL2,AHNAK
FOSL2,AJUBA
FOSL2,AKR1B1
FOSL2,AKT1S1
FOSL2,ALDH3A1
FOSL2,AMBP
FOSL2,ANAPC13
FOSL2,ANKRD22
FOSL2,ANPEP
FOSL2,AP4B1
FOSL2,APBB1
FOSL2,APBB3
FOSL2,AQP2
FOSL2,AQP3
FOSL2,ARFIP2
FOSL2,ARHGAP31-AS1
FOSL2,ARHGAP4
FOSL2,ARHGDIA
FOSL2,ARHGDIB
FOSL2,ARHGEF19
FOSL2,ASB6
FOSL2,ASPM
FOSL2,ATP13A1
FOSL2,ATP13A2
FOSL2,ATP6V1G2
FOSL2,AURKAIP1
FOSL2,B4GALNT1
FOSL2,B9D2
FOSL2,BAAT
FOSL2,BATF
FOSL2,BEST4
FOSL2,BMF
FOSL2,BMS1P1
FOSL2,BMS1P17
FOSL2,BOP1
FOSL2,BRAT1
FOSL2,BRMS1
FOSL2,C11orf16
FOSL2,C18orf32
FOSL2,C19orf73
FOSL2,C1QBP
FOSL2,C1QTNF1-AS1
FOSL2,C1R
FOSL2,C1orf216
FOSL2,C1orf74
FOSL2,C20orf96
FOSL2,C3
FOSL2,C6orf62
FOSL2,C7orf25
FOSL2,CA12
FOSL2,CACNB1
FOSL2,CALCOCO1
FOSL2,CAPN8
FOSL2,CASP9
FOSL2,CCDC102A
FOSL2,CCK
FOSL2,CCR10
FOSL2,CCT3
FOSL2,CD2BP2
FOSL2,CDH16
FOSL2,CDHR4
FOSL2,CDK20
FOSL2,CDK2AP1
FOSL2,CELF6
FOSL2,CENPE
FOSL2,CHCHD2
FOSL2,CHKA
FOSL2,CHPF
FOSL2,CHRNA9
FOSL2,CIB1
FOSL2,CIB2
FOSL2,CIDEB
FOSL2,CITED2
FOSL2,CITED4
FOSL2,CLDN3
FOSL2,CLDN7
FOSL2,CLEC2B
FOSL2,CLIC3
FOSL2,CLPTM1L
FOSL2,CLU
FOSL2,CLUH
FOSL2,CNFN
FOSL2,COL10A1
FOSL2,COL1A1
FOSL2,COL7A1
FOSL2,COLCA1
FOSL2,CORO6
FOSL2,COX7A2
FOSL2,CPS1
FOSL2,CRABP2
FOSL2,CRH
FOSL2,CSRNP1
FOSL2,CSRP1
FOSL2,CTRL
FOSL2,CTSB
FOSL2,CTSD
FOSL2,CTSF
FOSL2,CTSZ
FOSL2,CYB5R2
FOSL2,CYBA
FOSL2,CYP24A1
FOSL2,CYP26B1
FOSL2,DAD1
FOSL2,DAW1
FOSL2,DBP
FOSL2,DCTPP1
FOSL2,DEDD2
FOSL2,DGAT1
FOSL2,DHCR24
FOSL2,DHCR7
FOSL2,DHRS1
FOSL2,DHRS13
FOSL2,DLGAP1-AS4
FOSL2,DLX1
FOSL2,DMKN
FOSL2,DMPK
FOSL2,DNAAF3
FOSL2,DNAJB1
FOSL2,DNAJC19
FOSL2,DNAJC30
FOSL2,DNAJC5G
FOSL2,DNLZ
FOSL2,DNM1P35
FOSL2,DOCK4
FOSL2,DPAGT1
FOSL2,DPM2
FOSL2,DPP7
FOSL2,DTYMK
FOSL2,DUS1L
FOSL2,DVL1
FOSL2,DYRK1B
FOSL2,E2F1
FOSL2,E2F2
FOSL2,EEF2
FOSL2,EFEMP1
FOSL2,EGFR-AS1
FOSL2,EIF6
FOSL2,ELP6
FOSL2,EMP2
FOSL2,ENO1
FOSL2,ENTPD2
FOSL2,ENTPD8
FOSL2,EOMES
FOSL2,EPB41L4A
FOSL2,EPHB6
FOSL2,ERH
FOSL2,ETNK2
FOSL2,EXTL3-AS1
FOSL2,EZR
FOSL2,F12
FOSL2,FADS3
FOSL2,FAM161B
FOSL2,FAM171A2
FOSL2,FAM218A
FOSL2,FAM86B1
FOSL2,FAM86B2
FOSL2,FASN
FOSL2,FASTK
FOSL2,FAU
FOSL2,FBXL14
FOSL2,FBXL6
FOSL2,FBXO2
FOSL2,FBXW5
FOSL2,FDXACB1
FOSL2,FGFBP3
FOSL2,FGFR1
FOSL2,FIS1
FOSL2,FIZ1
FOSL2,FKBP5
FOSL2,FLNA
FOSL2,FN1
FOSL2,FOXD1
FOSL2,FOXN3-AS1
FOSL2,FRMD3
FOSL2,FSTL4
FOSL2,FZD5
FOSL2,G6PD
FOSL2,GABARAP
FOSL2,GADD45GIP1
FOSL2,GAL3ST1
FOSL2,GALK1
FOSL2,GALNT18
FOSL2,GATA2
FOSL2,GBGT1
FOSL2,GBP2
FOSL2,GBX2
FOSL2,GCLC
FOSL2,GDF9
FOSL2,GHDC
FOSL2,GPANK1
FOSL2,GPC6-AS2
FOSL2,GPR171
FOSL2,GPX2
FOSL2,GRIN2C
FOSL2,GSG1
FOSL2,GSK3A
FOSL2,GSR
FOSL2,GSTM3
FOSL2,GTPBP6
FOSL2,GUCA1B
FOSL2,GUCD1
FOSL2,HAS2
FOSL2,HAUS7
FOSL2,HDHD3
FOSL2,HES5
FOSL2,HEY1
FOSL2,HINT2
FOSL2,HJURP
FOSL2,HM13-AS1
FOSL2,HMGCS1
FOSL2,HNRNPA0
FOSL2,HNRNPH1
FOSL2,HNRNPL
FOSL2,HOXA5
FOSL2,HOXB5
FOSL2,HR
FOSL2,HSD11B1
FOSL2,HSD17B14
FOSL2,HSPA13
FOSL2,HSPA6
FOSL2,HTR1D
FOSL2,HYAL3
FOSL2,HYI
FOSL2,IFI27L2
FOSL2,IGFBP3
FOSL2,IGSF11
FOSL2,IMPDH1
FOSL2,INPP4B
FOSL2,INPP5E
FOSL2,INTS5
FOSL2,IQUB
FOSL2,IRF2BP1
FOSL2,ISOC2
FOSL2,ITGA7
FOSL2,JAG2
FOSL2,JMJD4
FOSL2,JTB
FOSL2,JUN
FOSL2,KBTBD4
FOSL2,KCNH2
FOSL2,KCNJ11
FOSL2,KCTD14
FOSL2,KEL
FOSL2,KIAA0930
FOSL2,KIFC3
FOSL2,KIRREL3
FOSL2,KLF9
FOSL2,KLHL35
FOSL2,KRT16
FOSL2,KRT19
FOSL2,KRT8
FOSL2,KRT81
FOSL2,LAD1
FOSL2,LAGE3
FOSL2,LAMA5
FOSL2,LAMTOR5
FOSL2,LAPTM4A
FOSL2,LDHB
FOSL2,LEFTY1
FOSL2,LENG9
FOSL2,LGALS3BP
FOSL2,LHX6
FOSL2,LINC00111
FOSL2,LINC00520
FOSL2,LINC00543
FOSL2,LINC00574
FOSL2,LINC00677
FOSL2,LINC00705
FOSL2,LIPE
FOSL2,LMTK3
FOSL2,LNX1-AS2
FOSL2,LONP1
FOSL2,LOXL4
FOSL2,LPAR6
FOSL2,LRFN1
FOSL2,LRPAP1
FOSL2,LRRC59
FOSL2,LRRC71
FOSL2,LSM10
FOSL2,LSM7
FOSL2,LTBP3
FOSL2,LYNX1
FOSL2,LYST
FOSL2,MAD2L2
FOSL2,MAGEF1
FOSL2,MAML2
FOSL2,MAN2C1
FOSL2,MAP4K2
FOSL2,MATN1-AS1
FOSL2,MBOAT4
FOSL2,MCAT
FOSL2,MCIDAS
FOSL2,MCL1
FOSL2,MCOLN3
FOSL2,MCRS1
FOSL2,MEA1
FOSL2,MED20
FOSL2,METTL18
FOSL2,MFGE8
FOSL2,MGAT1
FOSL2,MGAT4B
FOSL2,MICAL1
FOSL2,MICALL2
FOSL2,MIR22HG
FOSL2,MIR24-2
FOSL2,MIR3175
FOSL2,MIR3193
FOSL2,MIR3198-2
FOSL2,MLF2
FOSL2,MMP19
FOSL2,MOAP1
FOSL2,MROH6
FOSL2,MRPL16
FOSL2,MRPL28
FOSL2,MRPL43
FOSL2,MRPS15
FOSL2,MSMP
FOSL2,MSRB1
FOSL2,MST1L
FOSL2,MST1R
FOSL2,MTCH1
FOSL2,MTMR11
FOSL2,MUC1
FOSL2,MUL1
FOSL2,MXRA8
FOSL2,MYH4
FOSL2,MYL2
FOSL2,NAMPT
FOSL2,NAPSA
FOSL2,NAT9
FOSL2,NCL
FOSL2,NCOR2
FOSL2,NDST2
FOSL2,NDUFA2
FOSL2,NDUFA4L2
FOSL2,NEFL
FOSL2,NELFE
FOSL2,NHLRC1
FOSL2,NKX3-1
FOSL2,NOL6
FOSL2,NOP10
FOSL2,NOTCH3
FOSL2,NOTUM
FOSL2,NQO1
FOSL2,NR1D1
FOSL2,NR2F6
FOSL2,NRARP
FOSL2,NSMF
FOSL2,NSUN5P2
FOSL2,NSUN6
FOSL2,NT5C
FOSL2,NUDT18
FOSL2,NUDT8
FOSL2,NUPR1
FOSL2,OGDHL
FOSL2,OPLAH
FOSL2,ORMDL3
FOSL2,OSBPL7
FOSL2,OSCAR
FOSL2,OSR1
FOSL2,OXLD1
FOSL2,P2RY1
FOSL2,P4HB
FOSL2,PALM3
FOSL2,PAN2
FOSL2,PAQR9
FOSL2,PARP10
FOSL2,PARP12
FOSL2,PARS2
FOSL2,PCBP4
FOSL2,PCDH9
FOSL2,PCDHGA7
FOSL2,PCYT2
FOSL2,PDAP1
FOSL2,PDE6G
FOSL2,PDIA4
FOSL2,PDIA6
FOSL2,PDK4
FOSL2,PDZD11
FOSL2,PDZK1IP1
FOSL2,PEX19
FOSL2,PFN1
FOSL2,PGM5P2
FOSL2,PHKG1
FOSL2,PIGH
FOSL2,PKD1
FOSL2,PKMYT1
FOSL2,PLAG1
FOSL2,PLCD1
FOSL2,PLCXD3
FOSL2,PLD6
FOSL2,PLEC
FOSL2,PLIN1
FOSL2,PLTP
FOSL2,PLXNB2
FOSL2,PLXND1
FOSL2,POLD2
FOSL2,POLDIP2
FOSL2,POLM
FOSL2,POLR2I
FOSL2,POLR2J
FOSL2,POMGNT1
FOSL2,POP5
FOSL2,PPP1CA
FOSL2,PPP1R3C
FOSL2,PPP1R9B
FOSL2,PRAF2
FOSL2,PRDM13
FOSL2,PRDX1
FOSL2,PRR15L
FOSL2,PRR7-AS1
FOSL2,PRSS27
FOSL2,PSAP
FOSL2,PSAPL1
FOSL2,PSG8
FOSL2,PSMC3IP
FOSL2,PSMG4
FOSL2,PTGES
FOSL2,PTGES2
FOSL2,PTGR1
FOSL2,PTHLH
FOSL2,PTK6
FOSL2,PTRH1
FOSL2,PTRHD1
FOSL2,PYCR1
FOSL2,R3HDM4
FOSL2,RAB11B-AS1
FOSL2,RAB17
FOSL2,RAB34
FOSL2,RABAC1
FOSL2,RABGGTA
FOSL2,RBFOX3
FOSL2,RELA
FOSL2,RGL2
FOSL2,RGS9BP
FOSL2,RHOC
FOSL2,RHOV
FOSL2,RILP
FOSL2,RIN1
FOSL2,RNASEH2C
FOSL2,RNF113A
FOSL2,RNF208
FOSL2,ROBO1
FOSL2,ROBO3
